key,subject_dataset_key,subject_rank,subject_name,target_rank,target_name,target_id
257,1098,genus,Westea,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
258,1098,genus,Wongia,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
259,1098,genus,Xylosphaeria,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
260,1098,genus,Yoshinagella,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
261,1028,family,Paranectriellaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
262,1028,family,Parodiellaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
263,1098,family,Parodiopsidaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
264,1098,family,Perisporiopsidaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
265,1098,genus,Phyllocratera,family,Phyllobatheliaceae,a3f7cc31-69cc-4550-b4f2-f59987270fdf
266,1098,family,Pleomonodictydaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
267,1098,family,Polystomellaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
268,1098,family,Protoscyphaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
269,1098,family,Pseudoperisporiaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
270,1098,family,Pyrenothricaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
271,1028,family,Schizothyriaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
272,1098,family,Seuratiaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
273,1098,family,Seynesiopeltidaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
274,1098,family,Vizellaceae,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
275,1098,order,Acrospermales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
276,1098,family,Lichenotheliaceae,order,Lichenotheliales,38d19abd-b02b-4d56-8c66-f6b8aaaf0486
277,1079,genus,Lichenothelia,family,Lichenotheliaceae,09a974eb-3ed3-477c-801e-eb4328ffd1ad
278,1079,family,Strigulaceae,order,Strigulales,3b2f3218-6595-48cc-a1e1-14f0fa9a11e8
279,1098,genus,Discosiella,family,Strigulaceae,217a5659-0682-49be-90be-cd8bc35109e6
280,1098,order,Dothideales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
281,1028,order,Asterinales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
282,1098,order,Patellariales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
283,1028,order,Natipusillales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
284,1028,order,Mycosphaerellales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
285,1098,order,Mytilinidiales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
286,1098,family,Hysteriaceae,order,Hysteriales,9a63cd53-4304-42be-8b65-6df16f47d913
287,1079,genus,Aspidothelium,family,Hysteriaceae,c3123716-994f-45e9-bad1-18e061245118
288,1098,order,Jahnulales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
289,1098,order,Muyocopronales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
290,1098,order,Dyfrolomycetales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
291,1028,order,Abrothallales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
292,1079,family,Superstratomycetaceae,order,Superstratomycetales,b9f27752-51c6-4cae-9d5a-2bbac2b7797b
293,1098,genus,Superstratomyces,family,Superstratomycetaceae,e819ee25-17be-4cec-b0b7-e78ee74fa25d
294,1098,family,Micropeltidaceae,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
295,1098,family,Microthyriaceae,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
296,1079,genus,Racodium,family,Microthyriaceae,e42bc6ed-3c31-4485-82c2-454f09112e97
297,1079,genus,Cyrtidula,family,Microthyriaceae,e42bc6ed-3c31-4485-82c2-454f09112e97
298,1079,genus,Kirschsteiniothelia,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
299,1098,genus,Neomicrothyrium,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
300,1098,genus,Neoscolecobasidium,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
301,1098,family,Trichothyriaceae,order,Microthyriales,be2d3702-840b-49e2-8f58-e2f4c2327fd4
302,1098,order,Bezerromycetales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
303,1098,order,Tubeufiales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
304,1028,order,Minutisphaerales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
305,1028,order,Zeloasperisporiales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
306,1028,order,Capnodiales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
307,1098,genus,Phaeocryptopus,family,Capnodiaceae,23045f29-189c-4fc9-8856-41113472b12e
308,1098,order,Tirisporellales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
309,1028,order,Asterotexales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
310,1098,order,Phaeotrichales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
311,1028,order,Lichenoconiales,class,Dothideomycetes,5c18c32b-9574-4a56-a910-3ca1ce4204d2
312,1028,family,Amorphothecaceae,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
313,1028,genus,Azureothecium,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
314,1028,genus,Veronaia,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
315,1028,genus,Leiothecium,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
316,1028,genus,Pseudospiromastix,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
317,1028,genus,Pisomyxa,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
318,1028,genus,Amaurascopsis,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
319,1028,genus,Calyptrozyma,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
320,1028,genus,Samarospora,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
321,1028,genus,Moristroma,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
322,1028,genus,Distenopyrenis,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
323,1028,genus,Glyphium,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
324,1028,genus,Coniosporium,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
325,1028,family,Rhynchostomataceae,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
326,1028,order,Onygenales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
327,1028,order,Phaeomoniellales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
328,1079,order,Pyrenulales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
329,1079,order,Verrucariales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
330,1028,order,Arachnomycetales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
331,1028,order,Ascosphaerales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
332,1028,order,Chaetothyriales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
333,1098,family,Epibryaceae,order,Chaetothyriales,69c789c5-f12f-4bcc-a30a-4ec2262a2ec9
334,1079,genus,Collemopsidium,family,Xanthopyreniaceae,95a7c6da-97c5-4efc-8562-aeda9842c65c
335,1079,genus,Pyrenocollema,family,Xanthopyreniaceae,95a7c6da-97c5-4efc-8562-aeda9842c65c
336,1028,genus,Zwackhiomyces,family,Xanthopyreniaceae,95a7c6da-97c5-4efc-8562-aeda9842c65c
337,1028,order,Coryneliales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
338,1028,order,Eurotiales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
339,1079,order,Mycocaliciales,class,Eurotiomycetes,8d60e34a-b567-47ae-a2e8-5f1ecbce3016
340,1028,class,Geoglossomycetes,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
341,1028,class,Laboulbeniomycetes,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
342,1079,order,Acarosporales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
343,1079,order,Agyriales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
344,1079,order,Baeomycetales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
345,1028,genus,Parainoa,order,Baeomycetales,f58abfb9-72aa-4313-9ea3-ca53b9b133de
346,1079,order,Candelariales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
347,1079,order,Lecanorales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
348,1079,family,Arctomiaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
349,1079,family,Arthrorhaphidaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
350,1079,family,Brigantiaeaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
351,1079,family,Cameroniaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
352,1079,family,Elixiaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
353,1079,family,Fuscideaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
354,1079,family,Hymeneliaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
355,1079,family,Lecideaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
356,1079,genus,Stenhammarella,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
357,1079,genus,Bilimbia,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
358,1028,genus,Eschatogonia,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
359,1079,genus,Roccellinastrum,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
360,1028,genus,Scythioria,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
361,1079,genus,Botryolepraria,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
362,1079,genus,Leprocaulon,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
363,1079,genus,Biatoridium,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
364,1028,genus,Umbilithecium,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
365,1079,genus,Bryobilimbia,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
366,1079,family,Protothelenellaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
367,1079,family,Rhizocarpaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
368,1079,family,Ropalosporaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
369,1079,family,Sarrameanaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
370,1079,family,Schaereriaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
371,1079,family,Sporastatiaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
372,1079,family,Thelenellaceae,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
373,1079,order,Ostropales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
374,1028,genus,Mulderomyces,order,Ostropales,21234b8f-a845-424e-9ee7-15ad683ea3f1
375,1079,order,Peltigerales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
376,1079,order,Pertusariales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
377,1079,order,Teloschistales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
378,1079,order,Umbilicariales,class,Lecanoromycetes,8fdb24dc-6e52-4444-984c-dd2b1ab104f9
379,1028,order,Cyttariales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
380,1028,order,Erysiphales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
381,1028,order,Helotiales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
382,1028,order,Leotiales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
383,1028,family,Myxotrichaceae,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
384,1028,genus,Bagnisimitrula,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
385,1028,genus,Bryoclaviculus,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
386,1028,genus,Coleophoma,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
387,1028,genus,Collophorina,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
388,1028,genus,Cytotriplospora,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
389,1028,genus,Darkera,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
390,1028,genus,Epithyrium,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
391,1028,genus,Geniculospora,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
392,1028,genus,Geomyces,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
393,1028,genus,Helicocentralis,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
394,1028,genus,Hemiglossum,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
395,1028,genus,Hyphozyma,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
396,1028,genus,Leohumicola,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
397,1028,genus,Leucoglossum,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
398,1028,genus,Maasoglossum,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
399,1028,genus,Meliniomyces,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
400,1028,genus,Mycosymbioces,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
401,1028,genus,Pachycudonia,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
402,1028,genus,Phaeoglossum,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
403,1028,genus,Phragmonaevia,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
404,1028,genus,Pseudomitrula,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
405,1028,genus,Pycnidiella,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
406,1028,genus,Scytalidium,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
407,1028,genus,Skoua,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
408,1028,genus,Strasseria,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
409,1028,family,Pseudeurotiaceae,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
410,1079,family,Thelocarpaceae,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
411,1079,family,Vezdaeaceae,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
412,1025,order,Rhytismatales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
413,1028,order,Thelebolales,class,Leotiomycetes,59c2ba23-c604-404f-b8fc-1677308a1160
414,1079,class,Lichinomycetes,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
415,1028,class,Neolectomycetes,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
416,1028,order,Lahmiales,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
417,1028,order,Medeolariales,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
418,1079,family,Aphanopsidaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
419,1079,family,Coniocybaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
420,1028,family,Diporothecaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
421,1028,family,Eoterfeziaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
422,1028,family,Epigloeaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
423,1028,family,Hispidicarpomycetaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
424,1028,family,Lautosporaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
425,1028,family,Mastodiaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
426,1079,family,Microcaliciaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
427,1028,family,Mucomassariaceae,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
428,1028,genus,Tracylla,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
429,1028,genus,Acrostaurus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
430,1028,genus,Ceracea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
431,1028,genus,Sympodiophora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
432,1028,genus,Pseudodiscula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
433,1028,genus,Pleuroplaconema,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
434,1028,genus,Stauronema,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
435,1028,genus,Diaphanium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
436,1028,genus,Phaeodochium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
437,1028,genus,Paradiscula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
438,1028,genus,Tympanosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
439,1028,genus,Titaeospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
440,1028,genus,Chlamydorubra,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
441,1028,genus,Hawksworthiana,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
442,1028,genus,Ramoconidiifera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
443,1028,genus,Patouillardiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
444,1028,genus,Dictyodesmium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
445,1028,genus,Vouauxiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
446,1028,genus,Charomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
447,1028,genus,Pleurothyriella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
448,1028,genus,Excipulariopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
449,1028,genus,Corallomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
450,1028,genus,Beauveriphora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
451,1028,genus,Polydesmus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
452,1028,genus,Staphylotrichum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
453,1028,genus,Bacillopeltis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
454,1028,genus,Gemmulina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
455,1028,genus,Neoovularia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
456,1028,genus,Paraceratocladium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
457,1028,genus,Paratrichoconis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
458,1028,genus,Mercadomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
459,1028,genus,Quezelia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
460,1028,genus,Epidochiopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
461,1028,genus,Melanodiscus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
462,1028,genus,Basididyma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
463,1028,genus,Retiarius,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
464,1028,genus,Verticimonosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
465,1028,genus,Leucoconis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
466,1028,genus,Siroplacodium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
467,1028,genus,Physalidiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
468,1028,genus,Javonarxia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
469,1028,genus,Lylea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
470,1028,genus,Xylochia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
471,1028,genus,Lacellinopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
472,1028,genus,Podoxyphiomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
473,1028,genus,Cumulospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
474,1028,genus,Placodiplodia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
475,1028,genus,Toxosporiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
476,1028,genus,Neofuckelia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
477,1028,genus,Plesiospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
478,1028,genus,Urohendersoniella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
479,1028,genus,Hyalothyridium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
480,1028,genus,Asteroconium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
481,1028,genus,Proliferosphaera,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
482,1028,genus,Rhinotrichella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
483,1028,genus,Kendrickomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
484,1028,genus,Metazythiopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
485,1028,genus,Agyriellopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
486,1028,genus,Leeina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
487,1028,genus,Telligia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
488,1028,genus,Peckia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
489,1028,genus,Matsushimomyces,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
490,1028,genus,Callerascus,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
491,1028,genus,Diplodiella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
492,1028,genus,Neospegazzinia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
493,1028,genus,Pachycladina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
494,1028,genus,Sphaerophoma,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
495,1028,genus,Gaubaea,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
496,1028,genus,Garnaudia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
497,1028,genus,Trochophora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
498,1028,genus,Vittalia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
499,1028,genus,Navaneethospora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
500,1028,genus,Sclerococcum,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
501,1028,genus,Catenosynnema,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
502,1028,genus,Stagonopsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
503,1028,genus,Sirothyrium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
504,1028,genus,Symbiotaphrina,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
505,1028,genus,Endoramularia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
506,1028,genus,Gymnoxyphium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
507,1028,genus,Colletosporium,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
508,1028,genus,Ahmadia,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
509,1028,genus,Phialostele,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
510,1028,genus,Rileya,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
511,1028,genus,Heimiodora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
512,1028,genus,Nigromacula,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
513,1028,genus,Peltasteropsis,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
514,1028,genus,Paracryptophiale,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
515,1028,genus,Spermosporella,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
516,1028,genus,Ashtaangam,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
517,1028,genus,Phthora,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
518,1028,genus,Dictyocatenulata,phylum,Ascomycota,ab149c32-e9f8-4777-884a-045351cd839d
